0	0	3311
0	1	3311
0	2	3311
0	3	3311
0	4	3311
0	5	3311
0	6	3311
0	7	3311
0	8	3311
0	9	3311
0	10	3311
0	11	3311
0	12	3311
0	13	3311
0	14	3311
0	15	3311
0	16	3311
0	17	3311
0	18	3311
0	19	3311
0	20	3311
0	21	3311
0	22	3311
0	23	3311
0	24	3311
0	25	3311
0	26	3311
0	27	3311
0	28	3311
0	29	3311
0	30	3311
0	31	3311
0	32	3311
0	33	3311
0	34	3311
0	35	3311
0	36	3311
0	37	3311
0	38	3311
0	39	3311
0	40	3311
0	41	3311
0	42	3311
0	43	3311
0	44	3311
0	45	3285
0	46	3285
0	47	3285
0	48	3285
0	49	3285
0	50	3285
0	51	3285
0	52	3285
0	53	3285
0	54	3285
0	55	3285
0	56	3285
0	57	3285
0	58	3285
0	59	3285
0	60	3319
0	61	3319
0	62	3319
0	63	3319
0	64	3319
0	65	3319
0	66	3319
0	67	3319
0	68	3319
0	69	3319
0	70	3319
0	71	3319
0	72	3319
0	73	3319
0	74	3319
0	75	3319
0	76	3319
0	77	3319
0	78	3319
0	79	3319
0	80	3319
0	81	3319
0	82	3319
0	83	3319
0	84	3319
0	85	3319
0	86	3425
0	87	3425
0	88	3425
0	89	3425
0	90	3425
0	91	3425
0	92	3425
0	93	3425
0	94	3425
0	95	3425
0	96	3425
0	97	3425
0	98	3425
0	99	3425
0	100	3425
0	101	3425
0	102	3425
0	103	3425
0	104	3425
0	105	3425
0	106	3425
0	107	3425
0	108	3425
0	109	3425
0	110	3425
0	111	3425
0	112	3425
0	113	3425
0	114	3425
0	115	3425
0	116	3425
0	117	3425
0	118	3342
0	119	3342
0	120	3342
0	121	3342
0	122	3342
0	123	3342
0	124	3342
0	125	3342
0	126	3342
0	127	3342
0	128	3342
0	129	3342
0	130	3342
0	131	3342
0	132	3342
0	133	3342
0	134	3342
0	135	3342
0	136	3342
0	137	3342
0	138	3342
0	139	3342
0	140	3342
0	141	3342
0	142	3342
0	143	3342
0	144	3342
0	145	3342
0	146	3342
0	147	3342
0	148	3342
0	149	3342
0	150	3342
0	151	3342
0	152	3342
0	153	3342
0	154	3273
0	155	3273
0	156	3273
0	157	3273
0	158	3273
0	159	3273
0	160	3273
0	161	3273
0	162	3273
0	163	3273
0	164	3273
0	165	3273
0	166	3273
0	167	3273
0	168	3273
