0	0	478
0	1	478
0	2	478
0	3	478
0	4	478
0	5	478
0	6	478
0	7	478
0	8	478
0	9	478
0	10	478
0	11	478
0	12	478
0	13	478
0	14	478
0	15	478
0	16	478
0	17	478
0	18	478
0	19	478
0	20	478
0	21	478
0	22	478
0	23	478
0	24	478
0	25	478
0	26	478
0	27	478
0	28	478
0	29	478
0	30	478
0	31	478
0	32	478
0	33	478
0	34	478
0	35	478
0	36	478
0	37	478
0	38	478
0	39	478
0	40	478
0	41	478
0	42	478
0	43	478
0	44	478
0	45	478
0	46	478
0	47	478
0	48	478
0	49	478
0	50	478
0	51	478
0	52	478
0	53	478
0	54	478
0	55	478
0	56	478
0	57	478
0	58	478
0	59	478
0	60	478
0	61	478
0	62	478
0	63	478
0	64	478
0	65	478
0	66	478
0	67	478
0	68	478
0	69	478
0	70	478
0	71	478
0	72	478
0	73	478
0	74	478
0	75	478
0	76	478
0	77	478
0	78	478
0	79	478
0	80	478
0	81	478
0	82	478
0	83	478
0	84	478
0	85	478
0	86	478
0	87	478
0	88	478
0	89	478
0	90	478
0	91	478
0	92	478
0	93	478
0	94	478
0	95	478
0	96	478
0	97	478
0	98	478
0	99	478
0	100	478
0	101	478
0	102	478
0	103	478
0	104	478
0	105	478
0	106	478
0	107	478
0	108	478
0	109	478
0	110	478
0	111	478
0	112	600
0	113	600
0	114	600
0	115	600
0	116	600
0	117	600
0	118	600
0	119	600
0	120	600
0	121	600
0	122	600
0	123	600
0	124	600
0	125	600
0	126	600
0	127	600
0	128	600
0	129	600
0	130	600
0	131	600
0	132	600
0	133	600
0	134	600
0	135	600
0	136	600
0	137	600
0	138	600
0	139	600
0	140	600
0	141	600
0	142	600
0	143	600
0	144	600
0	145	600
0	146	600
0	147	600
0	148	600
0	149	600
0	150	600
0	151	600
0	152	600
0	153	600
0	154	600
0	155	600
0	156	600
0	157	600
0	158	600
0	159	600
0	160	600
0	161	600
0	162	600
0	163	600
0	164	599
0	165	599
0	166	599
0	167	599
0	168	599
0	169	599
0	170	599
0	171	599
0	172	599
0	173	599
0	174	599
0	175	599
0	176	599
0	177	599
0	178	599
0	179	599
0	180	599
0	181	599
